timestamp_local,slot_local,lot_id,name,available,total,region,raw_status
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,20,020 University Avenue Ramp,8,,Central,
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,27,027 Nancy Nicholas Hall Garage,0,,Central,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,36,036 Observatory Drive Ramp,0,,Central,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,67,067 Linden Drive Ramp,56,,Central,
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,6U,006U H.C. White Garage upper,0,,East,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,7,007 Grainger Hall Garage,0,,East,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,29,029 N Park Street Ramp,13,,East,
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,46,046 Lake & Johnson Ramp,0,,East,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,83,083 Fluno Center Garage,0,,East,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,17,017 Engineering Drive Ramp,27,,South,
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,80,080 Union South Garage,0,,South,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,63,063 Children's Hospital Garage,0,,West,FULL
2026-09-10T09:56:25-05:00,2026-09-10T10:00:00-05:00,76,076 University Bay Drive Ramp,9,,West,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,20,020 University Avenue Ramp,0,,Central,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,27,027 Nancy Nicholas Hall Garage,0,,Central,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,36,036 Observatory Drive Ramp,0,,Central,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,67,067 Linden Drive Ramp,36,,Central,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,6U,006U H.C. White Garage upper,0,,East,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,7,007 Grainger Hall Garage,3,,East,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,29,029 N Park Street Ramp,14,,East,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,46,046 Lake & Johnson Ramp,0,,East,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,83,083 Fluno Center Garage,0,,East,FULL
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,17,017 Engineering Drive Ramp,46,,South,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,80,080 Union South Garage,4,,South,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,63,063 Children's Hospital Garage,7,,West,
2026-09-10T13:15:15-05:00,2026-09-10T13:00:00-05:00,76,076 University Bay Drive Ramp,65,,West,
