timestamp_local,slot_local,lot_id,name,available,total,region,raw_status
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,20,020 University Avenue Ramp,0,,Central,FULL
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,27,027 Nancy Nicholas Hall Garage,5,,Central,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,36,036 Observatory Drive Ramp,7,,Central,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,67,067 Linden Drive Ramp,36,,Central,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,6U,006U H.C. White Garage upper,0,,East,FULL
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,7,007 Grainger Hall Garage,6,,East,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,29,029 N Park Street Ramp,22,,East,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,46,046 Lake & Johnson Ramp,66,,East,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,83,083 Fluno Center Garage,6,,East,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,17,017 Engineering Drive Ramp,0,,South,FULL
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,80,080 Union South Garage,0,,South,FULL
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,63,063 Children's Hospital Garage,5,,West,
2026-09-14T11:54:33-05:00,2026-09-14T12:00:00-05:00,76,076 University Bay Drive Ramp,68,,West,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,20,020 University Avenue Ramp,23,,Central,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,27,027 Nancy Nicholas Hall Garage,3,,Central,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,36,036 Observatory Drive Ramp,22,,Central,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,67,067 Linden Drive Ramp,89,,Central,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,6U,006U H.C. White Garage upper,4,,East,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,7,007 Grainger Hall Garage,9,,East,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,29,029 N Park Street Ramp,24,,East,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,46,046 Lake & Johnson Ramp,0,,East,FULL
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,83,083 Fluno Center Garage,0,,East,FULL
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,17,017 Engineering Drive Ramp,31,,South,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,80,080 Union South Garage,21,,South,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,63,063 Children's Hospital Garage,30,,West,
2026-09-14T15:51:07-05:00,2026-09-14T16:00:00-05:00,76,076 University Bay Drive Ramp,134,,West,
