timestamp_local,slot_local,lot_id,name,available,total,region,raw_status
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,20,020 University Avenue Ramp,32,,Central,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,27,027 Nancy Nicholas Hall Garage,0,,Central,FULL
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,36,036 Observatory Drive Ramp,47,,Central,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,67,067 Linden Drive Ramp,92,,Central,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,6U,006U H.C. White Garage upper,25,,East,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,7,007 Grainger Hall Garage,0,,East,FULL
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,29,029 N Park Street Ramp,26,,East,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,46,046 Lake & Johnson Ramp,14,,East,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,83,083 Fluno Center Garage,8,,East,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,17,017 Engineering Drive Ramp,26,,South,
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,80,080 Union South Garage,0,,South,FULL
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,63,063 Children's Hospital Garage,0,,West,FULL
2026-08-24T08:34:06-05:00,2026-08-24T09:00:00-05:00,76,076 University Bay Drive Ramp,18,,West,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,20,020 University Avenue Ramp,17,,Central,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,27,027 Nancy Nicholas Hall Garage,0,,Central,FULL
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,36,036 Observatory Drive Ramp,77,,Central,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,67,067 Linden Drive Ramp,70,,Central,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,6U,006U H.C. White Garage upper,4,,East,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,7,007 Grainger Hall Garage,28,,East,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,29,029 N Park Street Ramp,20,,East,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,46,046 Lake & Johnson Ramp,61,,East,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,83,083 Fluno Center Garage,6,,East,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,17,017 Engineering Drive Ramp,85,,South,
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,80,080 Union South Garage,0,,South,FULL
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,63,063 Children's Hospital Garage,0,,West,FULL
2026-08-24T09:22:29-05:00,2026-08-24T09:00:00-05:00,76,076 University Bay Drive Ramp,67,,West,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,20,020 University Avenue Ramp,6,,Central,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,27,027 Nancy Nicholas Hall Garage,8,,Central,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,36,036 Observatory Drive Ramp,74,,Central,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,67,067 Linden Drive Ramp,58,,Central,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,6U,006U H.C. White Garage upper,0,,East,FULL
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,7,007 Grainger Hall Garage,42,,East,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,29,029 N Park Street Ramp,19,,East,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,46,046 Lake & Johnson Ramp,56,,East,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,83,083 Fluno Center Garage,7,,East,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,17,017 Engineering Drive Ramp,67,,South,
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,80,080 Union South Garage,0,,South,FULL
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,63,063 Children's Hospital Garage,0,,West,FULL
2026-08-24T10:20:32-05:00,2026-08-24T10:00:00-05:00,76,076 University Bay Drive Ramp,48,,West,
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,20,020 University Avenue Ramp,0,,Central,FULL
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,27,027 Nancy Nicholas Hall Garage,7,,Central,
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,36,036 Observatory Drive Ramp,62,,Central,
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,67,067 Linden Drive Ramp,54,,Central,
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,6L,006L H.C. White Garage lower,0,,East,FULL
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,6U,006U H.C. White Garage upper,0,,East,FULL
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,7,007 Grainger Hall Garage,35,,East,
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,29,029 N Park Street Ramp,18,,East,
2026-08-24T11:07:17-05:00,2026-08-24T11:00:00-05:00,46,046 Lake & Johnson Ramp,53,,East,
